"","Player.x","player_id","Tm.x","Rk.x","Position","Age","Game_played","Game_started","MP","FG","FGA","FGpct","X3P","X3PA","X3Ppct","X2P","X2PA","X2Ppct","eFGpct","FT","FTA","FTpct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TSpct","X3PAr","FTr","ORBpct","DRBpct","TRBpct","ASTpct","STLpct","BLKpct","TOVpct","USGpct","OWS","DWS","WS","WSper48","OBPM","DBPM","BPM","VORP","Player.y","X2022.23","Tm.y","Signed.Using","Guaranteed","Rk.y","Weight","Height"
"1","Aaron Gordon","gordoaa01","DEN",198,"PF",26,75,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2,15,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2,5.2,0.105,0.5,-1.1,-0.6,0.9,"Aaron Gordon","$19690909","DEN","Bird",1,63,235,"6-8"
"2","Aaron Holiday","holidaa01","WAS",244,"PG",25,63,15,16.2,2.4,5.4,0.447,0.6,1.6,0.379,1.8,3.7,0.477,0.504,0.9,1.1,0.868,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5,6.3,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,"Aaron Holiday","$1968175","ATL","Minimum Salary",1,362,185,"6-0"
"3","Aaron Nesmith","nesmiaa01","BOS",406,"SF",22,52,3,11,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,"Aaron Nesmith","$3804360","IND","1st Round Pick",1,266,215,"6-5"
"4","Aaron Wiggins","wiggiaa01","OKC",581,"SG",23,50,35,24.2,3.1,6.7,0.463,0.8,2.8,0.304,2.3,4,0.573,0.525,1.2,1.7,0.729,1,2.5,3.6,1.4,0.6,0.2,1.1,1.9,8.3,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,"Aaron Wiggins","$1563518","OKC","",0,430,190,"6-4"
"5","Al Horford","horfoal01","BOS",250,"C",35,69,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.582,0.546,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,16.7,0.574,0.466,0.167,6,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.7,3.8,7.6,0.181,1.4,2.9,4.3,3.2,"Al Horford","$26500000","BOS","Cap Space",1,48,240,"6-9"
"6","Alec Burks","burksal01","NYK",85,"SG",30,81,44,28.6,3.5,9,0.391,1.9,4.8,0.404,1.6,4.2,0.378,0.499,2.7,3.3,0.822,0.6,4.3,4.9,3,1,0.3,1.1,2.7,11.7,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,3.2,2.9,6.1,0.126,-0.4,1.2,0.8,1.7,"Alec Burks","$10012800","DET","Cap Space",1,139,214,"6-6"
"7","Aleksej Pokusevski","pokusal01","OKC",448,"PF",20,61,12,20.2,3,7.5,0.408,0.9,3.2,0.289,2.1,4.2,0.498,0.47,0.6,0.8,0.7,1.2,4,5.2,2.1,0.6,0.6,1.5,1.4,7.6,12,0.485,0.432,0.11,6,20.8,13.3,16.5,1.5,2.9,16.4,20,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2,"Aleksej Pokusevski","$3261480","OKC","1st Round Pick",1,281,NA,NA
"8","Alex Caruso","carusal01","CHI",97,"SG",27,41,18,28,2.5,6.2,0.398,1,3.1,0.333,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.8,2.8,3.6,4,1.7,0.4,1.4,2.6,7.4,11.7,0.528,0.492,0.285,3.3,11.2,7.3,18.5,3,1.1,16.5,13.3,0.7,1.2,2,0.082,-2.2,2.3,0.2,0.6,"Alex Caruso","$9034884","CHI","MLE",1,154,186,"6-5"
"9","Alex Len","lenal01","SAC",328,"C",28,39,10,15.9,2.4,4.5,0.534,0.2,0.5,0.286,2.3,4,0.568,0.551,1.1,1.6,0.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6,13.1,0.577,0.119,0.358,9,19.3,14.1,10.6,1,3.5,17.4,17.1,0.4,0.5,0.9,0.07,-3.2,0.3,-2.9,-0.1,"Alex Len","$3918600","SAC","Bi-Annual Exception",1,261,250,"7-0"
"10","Alperen Şengün","sengual01","HOU",497,"C",19,72,13,20.7,3.5,7.3,0.474,0.4,1.6,0.248,3.1,5.7,0.539,0.502,2.3,3.2,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2,3,9.6,16,0.552,0.223,0.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22,0.8,1.3,2.1,0.068,-1.6,0.6,-1,0.4,"Alperen Şengün","$3375480","HOU","1st Round Pick",1,278,NA,NA
"11","Amir Coffey","coffeam01","LAC",109,"SG",24,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9,13,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,2.3,1.5,3.8,0.116,-0.3,0,-0.3,0.7,"Amir Coffey","$3395062","LAC","Bird",1,277,210,"6-7"
"12","Andre Drummond","drumman01","TOT",150,"C",28,73,36,19.7,3.4,5.9,0.57,0,0,0,3.4,5.9,0.574,0.57,1.2,2.2,0.524,3.1,6.2,9.3,1.8,1.1,0.9,1.6,2.6,7.9,21,0.574,0.007,0.379,18,34.1,26.2,13.7,2.7,4.2,18.5,19,2,3.1,5.1,0.17,-0.1,1.4,1.3,1.2,"Andre Drummond","$3219512","CHI","Mini MLE",1,282,279,"6-10"
"13","Andrew Wiggins","wiggian01","GSW",582,"SF",26,73,73,31.9,6.5,14,0.466,2.2,5.5,0.393,4.4,8.5,0.513,0.543,2,3.2,0.634,1.2,3.3,4.5,2.2,1,0.7,1.5,2.2,17.2,15,0.56,0.392,0.231,4.1,10.9,7.6,10.8,1.6,2.1,9,23.1,1.8,3.4,5.1,0.105,0.3,0.1,0.4,1.4,"Andrew Wiggins","$33616770","GSW","1st Round Pick",1,26,197,"6-7"
"14","Anfernee Simons","simonan01","POR",504,"SG",22,57,30,29.5,6.2,14,0.443,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2,1.9,17.3,15.3,0.583,0.555,0.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,2,-0.1,1.9,0.055,1.9,-2.7,-0.7,0.5,"Anfernee Simons","$22321429","POR","Bird",1,55,181,"6-3"
"15","Anthony Davis","davisan02","LAL",127,"C",28,40,40,35.1,9.3,17.4,0.532,0.3,1.8,0.186,8.9,15.6,0.571,0.542,4.4,6.1,0.713,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,23.9,0.578,0.101,0.351,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,2.6,2,4.5,0.155,2.6,1.2,3.8,2,"Anthony Davis","$37980720","LAL","Bird",1,13,253,"6-10"
"16","Anthony Edwards","edwaran01","MIN",156,"SG",20,72,72,34.3,7.6,17.3,0.441,3,8.4,0.357,4.6,8.9,0.519,0.527,3.1,3.9,0.786,0.9,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2,1.8,12.2,26.4,1.8,2.4,4.3,0.084,1.6,-0.4,1.2,2,"Anthony Edwards","$10733400","MIN","1st Round Pick",1,128,225,"6-4"
"17","Anthony Gill","gillan01","WAS",193,"PF",29,44,0,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.1,1.9,0.578,0.633,1,1.2,0.808,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,4.1,14.7,0.682,0.239,0.477,8,12.2,10.2,8.3,0.5,2,12,14.4,1.1,0.2,1.4,0.14,-0.6,-1.3,-1.9,0,"Anthony Gill","$1836090","WAS","Minimum Salary",1,384,230,"6-7"
"18","Armoni Brooks","brookar01","TOT",70,"SG-PG",23,54,11,15.6,1.8,5.4,0.339,1.4,4.6,0.297,0.4,0.7,0.6,0.467,0.3,0.4,0.857,0.4,1.5,1.9,1.1,0.5,0.2,0.5,1.4,5.3,8.4,0.483,0.862,0.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,-0.1,0.4,0.2,0.014,-2.6,-1.3,-3.9,-0.4,"Armoni Brooks","$1752638","TOR","Minimum Salary",1,402,195,"6-3"
"19","Ayo Dosunmu","dosunay01","CHI",143,"SG",22,77,40,27.4,3.6,6.9,0.52,0.9,2.4,0.376,2.7,4.5,0.596,0.585,0.7,1,0.679,0.4,2.4,2.8,3.3,0.8,0.4,1.4,2.4,8.8,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,1.7,1.3,3,0.069,-1.9,-0.1,-2,0,"Ayo Dosunmu","$1563518","CHI","",0,431,200,"6-4"
"20","Bam Adebayo","adebaba01","MIA",3,"C",24,56,56,32.6,7.3,13,0.557,0,0.1,0,7.3,12.9,0.562,0.557,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25,3.6,3.5,7.2,0.188,1.7,2.1,3.8,2.7,"Bam Adebayo","$30351834","MIA","Bird",1,33,255,"6-9"
"21","Bismack Biyombo","biyombi01","PHO",50,"C",29,36,3,14.1,2.4,4,0.593,0,0,NA,2.4,4,0.593,0.593,1.1,2,0.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,17.3,0.596,0,0.49,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,0.9,0.9,1.8,0.17,-1.7,0.4,-1.3,0.1,"Bismack Biyombo","$2905851","PHO","Minimum Salary",1,295,255,"6-8"
"22","Boban Marjanović","marjabo01","DAL",348,"C",33,23,0,5.6,1.8,3,0.6,0,0.2,0.25,1.8,2.9,0.621,0.607,0.6,1,0.591,0.3,1.3,1.7,0.1,0,0.1,0.7,1,4.3,18.5,0.615,0.057,0.314,6.9,27,16.9,4.8,0,2.1,15.8,33.3,-0.1,0.2,0.1,0.045,-3.2,-1.2,-4.4,-0.1,"Boban Marjanović","$3500000","HOU","Early Bird",1,272,NA,NA
"23","Bobby Portis","portibo01","MIL",454,"C",26,72,59,28.2,5.8,12.1,0.479,1.8,4.7,0.393,3.9,7.4,0.533,0.555,1.2,1.6,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,17.7,0.571,0.388,0.13,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,2.9,2.6,5.5,0.131,1.2,-1,0.2,1.1,"Bobby Portis","$10843350","MIL","Early Bird",1,126,250,"6-10"
"24","Bogdan Bogdanović","bogdabo01","ATL",54,"SG",29,63,27,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4,3.1,1.1,0.2,1.1,2.1,15.1,15.4,0.562,0.578,0.145,1.7,13,7.4,15.5,1.8,0.7,7.7,21.6,2.5,1.2,3.7,0.095,1.5,-0.2,1.3,1.5,"Bogdan Bogdanović","$18000000","ATL","Cap Space",1,75,NA,NA
"25","Bojan Bogdanović","bogdabo02","UTA",55,"PF",32,69,69,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0,1.7,1.7,18.1,15.7,0.599,0.504,0.28,3.1,11.8,7.6,8.7,0.8,0,10.2,23.7,3.6,1.6,5.2,0.118,1.6,-1.6,0,1.1,"Bojan Bogdanović","$19343000","UTA","Cap Space",1,67,NA,NA
"26","Bol Bol","bolbo01","DEN",56,"PF",22,14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12,18,0,0.1,0.1,0.065,-0.5,-0.4,-1,0,"Bol Bol","$2200000","ORL","Bird",1,332,220,"7-2"
"27","Bones Hyland","hylanbo01","DEN",261,"SG",21,69,4,19,3.3,8.3,0.403,1.9,5.2,0.366,1.4,3.1,0.465,0.518,1.6,1.8,0.856,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2,10.1,14.4,0.558,0.627,0.219,1.2,14.4,8,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,"Bones Hyland","$2201400","DEN","1st Round Pick",1,331,169,"6-2"
"28","Bradley Beal","bealbr01","WAS",41,"SG",28,40,40,36,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14,0.508,0.492,4.2,5.1,0.833,1,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,17.5,0.539,0.272,0.263,3,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.046,2,-1.2,0.8,1,"Bradley Beal","$43279250","WAS","Bird",1,5,207,"6-4"
"29","Brandon Boston Jr.","bostobr01","LAC",60,"SG",20,51,0,14.9,2.5,6.4,0.385,0.7,2.2,0.306,1.8,4.2,0.425,0.437,1.2,1.4,0.819,0.3,1.8,2.2,1,0.5,0.3,0.6,0.8,6.7,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8,22.4,-0.5,0.9,0.4,0.026,-3,-0.4,-3.3,-0.3,"Brandon Boston Jr.","$1563518","LAC","Mini MLE",1,420,NA,NA
"30","Brandon Clarke","clarkbr01","MEM",106,"PF",25,64,1,19.5,4.5,7,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,4.4,1.9,6.3,0.241,3.1,1.1,4.2,2,"Brandon Clarke","$4343920","MEM","1st Round Pick",1,243,215,"6-8"
"31","Brandon Ingram","ingrabr01","NOP",265,"SF",24,55,55,34,8.2,17.9,0.461,1.3,4.1,0.327,6.9,13.8,0.501,0.498,4.8,5.9,0.826,0.6,5.2,5.8,5.6,0.6,0.5,2.7,2.2,22.7,18.7,0.554,0.23,0.328,2,17.3,9.5,27.8,0.9,1.3,11.8,29.3,2.5,1.3,3.9,0.099,2.6,-0.6,2,1.9,"Brandon Ingram","$31650600","NOP","Bird",1,30,190,"6-8"
"32","Brook Lopez","lopezbr01","MIL",336,"C",33,13,11,22.9,4.7,10.1,0.466,1.5,4.1,0.358,3.2,6,0.538,0.538,1.5,1.8,0.87,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6,12.4,16,0.57,0.405,0.176,6.9,11.9,9.4,3,1.3,4.8,7.8,21.9,0.3,0.3,0.7,0.108,-0.7,-0.7,-1.3,0.1,"Brook Lopez","$13906976","MIL","Cap Space",1,101,282,"7-0"
"33","Bruce Brown","brownbr01","BRK",72,"SF",25,72,45,24.6,3.6,7,0.506,0.5,1.3,0.404,3,5.7,0.529,0.543,1.3,1.8,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9,15,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15,2.8,2,4.8,0.13,-0.4,1.1,0.7,1.2,"Bruce Brown","$6479000","DEN","Mini MLE",1,196,202,"6-4"
"34","Bryn Forbes","forbebr01","TOT",171,"SG",28,75,2,17.1,3.1,7.2,0.429,1.6,3.9,0.414,1.5,3.3,0.447,0.542,1.1,1.2,0.908,0.1,1.1,1.2,1,0.3,0.1,0.7,1.3,8.8,11.5,0.574,0.547,0.161,0.9,6.9,3.9,8.3,0.9,0.3,8.8,21.2,0.8,0.6,1.4,0.054,-0.7,-2.2,-2.9,-0.3,"Bryn Forbes","$2298385","MIN","Minimum Salary",1,324,205,"6-2"
"35","Buddy Hield","hieldbu01","TOT",237,"SG",29,81,32,30.9,5.5,13.6,0.406,3.2,8.8,0.366,2.3,4.7,0.482,0.526,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6,12.9,0.548,0.652,0.116,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,0.8,1.1,1.9,0.036,0.5,-1.7,-1.2,0.5,"Buddy Hield","$20522727","IND","1st Round pick",1,60,220,"6-4"
"36","Cade Cunningham","cunnica01","DET",124,"SG",20,64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,13.1,0.504,0.352,0.163,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,-2.4,1.9,-0.5,-0.011,-1.1,-0.5,-1.6,0.2,"Cade Cunningham","$10552800","DET","1st Round Pick",1,130,220,"6-6"
"37","Caleb Martin","martica02","MIA",351,"SF",26,60,12,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1,0.5,0.9,1.7,9.2,14.8,0.611,0.378,0.227,5.9,13,9.5,7,2.1,2.3,10.3,16.3,1.9,2.1,4,0.139,0.1,0.9,1.1,1.1,"Caleb Martin","$6327160","MIA","Bird",1,198,205,"6-5"
"38","Cam Reddish","reddica01","TOT",469,"SF",22,49,7,20.7,3.4,8.3,0.404,1.3,3.8,0.359,2,4.6,0.442,0.485,2.1,2.3,0.902,0.5,1.6,2.1,1,1,0.3,1.2,1.2,10.1,12.8,0.543,0.451,0.275,2.7,8.6,5.7,7,2.3,1.4,11.1,22.2,0.2,0.8,1,0.046,-1,-0.3,-1.3,0.2,"Cam Reddish","$5954454","NYK","1st Round Pick",1,206,217,"6-8"
"39","Cam Thomas","thomaca02","BRK",534,"SG",20,67,2,17.6,3.3,7.5,0.433,0.7,2.6,0.27,2.6,4.9,0.52,0.48,1.3,1.6,0.829,0.2,2.2,2.4,1.2,0.5,0.1,0.8,1,8.5,11.7,0.519,0.346,0.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,0,0.8,0.8,0.033,-2,-1.4,-3.4,-0.4,"Cam Thomas","$2138160","BRK","1st Round Pick",1,339,210,"6-3"
"40","Cameron Johnson","johnsca02","PHO",281,"PF",25,66,16,26.2,4.2,9.2,0.46,2.5,5.9,0.425,1.7,3.3,0.523,0.596,1.5,1.7,0.86,0.6,3.5,4.1,1.5,0.9,0.2,0.7,1.7,12.5,15.2,0.625,0.644,0.188,2.7,14,8.5,7.7,1.6,0.8,6.7,17.5,3.2,2.4,5.6,0.156,2,0.7,2.7,2.1,"Cameron Johnson","$5887899","PHO","1st Round Pick",1,207,210,"6-8"
"41","Cameron Payne","payneca01","PHO",439,"PG",27,58,12,22,4.1,10.1,0.409,1.2,3.6,0.336,2.9,6.5,0.449,0.469,1.3,1.5,0.843,0.4,2.6,3,4.9,0.7,0.3,1.8,2.1,10.8,13.8,0.5,0.359,0.152,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,0.2,1.8,1.9,0.073,-0.4,0.4,0,0.7,"Cameron Payne","$6000000","PHO","Early Bird",1,204,183,"6-1"
"42","Caris LeVert","leverca01","TOT",329,"SG",27,58,49,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17,15.1,0.525,0.3,0.226,2.7,10.7,6.7,22,1.4,1.1,10.3,25.4,1.2,1,2.2,0.059,0,-1.2,-1.2,0.4,"Caris LeVert","$18796296","CLE","1st Round pick",1,68,205,"6-6"
"43","Carsen Edwards","edwarca01","DET",157,"SG",23,4,0,19.8,2.3,7.5,0.3,1,4,0.25,1.3,3.5,0.357,0.367,0.3,0.3,1,0.5,1,1.5,3.5,0.5,0,1.3,1,5.8,5.5,0.378,0.533,0.033,2.6,5.8,4.1,26.2,1.2,0,14.1,19.2,-0.1,0,-0.1,-0.075,-6,-3.4,-9.3,-0.1,"Carsen Edwards","$1815677","DET","",0,389,200,"5-11"
"44","Cedi Osman","osmande01","CLE",430,"SF",26,66,3,22.2,3.7,8.7,0.432,1.9,5.4,0.357,1.8,3.2,0.559,0.544,1.3,2,0.664,0.4,1.8,2.2,2,0.8,0.2,1,1.9,10.7,13.3,0.563,0.628,0.229,1.9,9,5.5,14.1,1.8,0.6,9.6,21.1,1.3,1.6,2.9,0.094,-0.3,0.5,0.2,0.8,"Cedi Osman","$7426088","CLE","MLE",1,181,230,"6-7"
"45","Charles Bassey","bassech01","PHI",36,"C",21,23,0,7.3,1.3,2,0.638,0,0.2,0,1.3,1.9,0.698,0.638,0.4,0.5,0.75,1,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3,21.5,0.66,0.085,0.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,0.4,0.3,0.8,0.22,-0.4,2.1,1.7,0.2,"Charles Bassey","$1563518","PHI","MLE",1,427,230,"6-9"
"46","Chimezie Metu","metuch01","SAC",376,"C",24,60,20,21.3,3.4,7.5,0.452,1,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5,5.6,1,0.9,0.5,1,1.6,8.9,13.4,0.546,0.414,0.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,0.1,1.4,1.5,0.056,-1.6,0.1,-1.5,0.2,"Chimezie Metu","$1910860","SAC","MLE",1,370,225,"6-9"
"47","Chris Boucher","bouchch01","TOR",61,"PF",29,80,9,21.1,3.4,7.2,0.464,0.9,2.9,0.297,2.5,4.4,0.575,0.523,1.9,2.4,0.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4,17.9,0.57,0.397,0.334,10.9,21.3,15.8,2.2,1.4,4.3,6,17.8,3.5,2.4,6,0.169,0.5,-0.4,0,0.9,"Chris Boucher","$12771739","TOR","Bird",1,111,200,"6-9"
"48","Chris Duarte","duartch01","IND",151,"SG",24,55,39,28,4.9,11.3,0.432,1.7,4.6,0.369,3.2,6.7,0.475,0.507,1.6,2,0.804,0.7,3.4,4.1,2.1,1,0.2,1.6,1.7,13.1,12.3,0.537,0.411,0.18,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,0.2,0.7,0.9,0.029,-1.2,-1.1,-2.3,-0.1,"Chris Duarte","$3936960","IND","1st Round Pick",1,259,190,"6-5"
"49","Chris Paul","paulch01","PHO",438,"PG",36,65,65,32.9,5.6,11.3,0.493,1,3.1,0.317,4.6,8.3,0.559,0.536,2.6,3.1,0.837,0.3,4,4.4,10.8,1.9,0.3,2.4,2.1,14.7,20.8,0.581,0.27,0.274,1.1,12.8,7.1,44.5,2.7,0.8,15.6,19.7,5.8,3.6,9.4,0.21,3.1,2.3,5.4,4,"Chris Paul","$28400000","PHO","Bird",1,43,175,"6-0"
"50","Christian Wood","woodch01","HOU",595,"C",26,68,67,30.8,6.5,12.9,0.501,1.9,4.9,0.39,4.5,8,0.57,0.576,3,4.9,0.623,1.6,8.5,10.1,2.3,0.8,1,1.9,2.5,17.9,19.1,0.595,0.383,0.378,5.7,30.4,18,12.2,1.2,2.8,11,23.3,2.9,2,4.9,0.112,2.1,-0.4,1.6,1.9,"Christian Wood","$14317459","DAL","Sign and Trade",1,98,214,"6-9"
"51","Chuma Okeke","okekech01","ORL",420,"PF",23,70,20,25,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5,1.7,1.4,0.6,0.8,1.4,8.6,12,0.501,0.645,0.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,-0.3,2.5,2.2,0.06,-1.6,1.5,-0.1,0.8,"Chuma Okeke","$3433320","ORL","1st Round Pick",1,275,229,"6-6"
"52","CJ McCollum","mccolcj01","TOT",362,"SG",30,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2,2,22.1,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1,9.3,27.5,2.6,1,3.6,0.081,3.2,-1.3,1.9,2.1,"CJ McCollum","$33333333","NOP","1st Round Pick",1,27,190,"6-3"
"53","Clint Capela","capelca01","ATL",93,"C",27,74,73,27.6,5,8.2,0.613,0,0,0,5,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,21.4,0.604,0.002,0.28,15,31.9,23.5,6.6,1.3,4.1,6.1,15.5,5.6,2.7,8.3,0.195,2.1,-0.1,2,2.1,"Clint Capela","$18206897","ATL","Bird Rights",1,72,256,"6-10"
"54","Coby White","whiteco01","CHI",577,"PG",21,61,17,27.5,4.6,10.6,0.433,2.2,5.8,0.385,2.3,4.8,0.491,0.539,1.3,1.5,0.857,0.3,2.7,3,2.9,0.5,0.2,1.1,2.2,12.7,12.6,0.564,0.548,0.141,1.1,11,6.1,15,0.8,0.6,9.3,19.8,1.6,0.8,2.4,0.067,-0.4,-1.7,-2.1,0,"Coby White","$7413955","CHI","",0,182,195,"6-4"
"55","Cole Anthony","anthoco01","ORL",15,"PG",21,65,65,31.7,5.5,14,0.391,2,6,0.338,3.5,8,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,13.5,0.519,0.429,0.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,-0.1,1.7,1.6,0.038,-0.6,-0.6,-1.2,0.4,"Cole Anthony","$3613680","ORL","1st Round Pick",1,269,185,"6-3"
"56","Corey Kispert","kispeco01","WAS",308,"SF",22,77,36,23.4,3,6.7,0.455,1.5,4.2,0.35,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.7,2,2.7,1.1,0.5,0.3,0.6,1.2,8.2,10.9,0.586,0.623,0.121,3.3,9.4,6.4,6.7,1,1,8.5,14.6,1.6,0.7,2.3,0.061,-0.8,-1.5,-2.3,-0.1,"Corey Kispert","$3552960","WAS","1st Round Pick",1,270,224,"6-6"
"57","Cory Joseph","josepco01","DET",301,"PG",30,65,39,24.6,2.7,6.2,0.445,1,2.4,0.414,1.7,3.7,0.465,0.526,1.5,1.7,0.885,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8,11.4,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1,15.9,14.3,1.7,0.8,2.5,0.075,-2,-0.1,-2.1,0,"Cory Joseph","$5155000","DET","Room Exception",1,222,200,"6-3"
"58","D'Angelo Russell","russeda01","MIN",486,"PG",25,65,65,32,6.2,15,0.411,2.7,8,0.34,3.5,7,0.492,0.502,3,3.7,0.825,0.4,2.9,3.3,7.1,1,0.3,2.5,2,18.1,16.3,0.544,0.531,0.246,1.3,10.1,5.6,33.1,1.4,1,13.2,25.1,2.9,1.5,4.4,0.101,2.2,-1.5,0.8,1.4,"D'Angelo Russell","$31377750","MIN","Sign and Trade",1,32,193,"6-4"
