"","salary","Age","MP","FG","X3P","FT","DRB","AST","PTS","PER","TSpct","ORBpct","DRBpct","TRBpct","ASTpct","STLpct","BLKpct","TOVpct","USGpct","OWS","DWS","OBPM","DBPM","VORP","Weight","Height","possGain","possLost","FGM","X3M","FTM","PositionC","PositionPF","PositionPG","PositionSF","PositionSG","starter1"
"Jordan Poole",15.1768457647247,-0.838250259363189,1.27480005172591,1.97408102602201,1.76783474605559,0.287682072451781,0.241162056816888,0.315081046639895,2.9704144655697,2.83907846350861,0.468752847344083,0.0707155247983977,0.254065461652796,0.212399012031233,0.357288252758938,0.212174519943636,0.032789822822991,0.242161557149972,1.23610023006338,0.366051139567288,1.53073577740162,0.707708685354678,-0.218220014211836,0.233993567338276,-0.904477013104132,-0.726200217704471,0.194156014440957,1.56031226568885,1.16324940856375,1.75297382403541,0.0923733201310151,0,0,0,0,1,1
"Jose Alvarado",14.2624489684457,-0.5956819853651,-0.712676301655474,1.22377543162212,-0.644874128690391,0.0703807967617996,0.119801199812621,0.230523658611832,1.96009478404727,2.85647020622048,0.418710334858185,0.129211731480006,0.247634571322505,0.224669104623047,0.4383208961675,0.567377793270912,0.0263173083173734,0.202124184090134,-0.143838149332599,0.25452986513488,-0.298525234596996,-0.0389990589853518,1.72885839142355,0.167054084663166,-1.51724901915915,-1.94659795774175,0.240141127682781,-0.74959411545281,-0.570099776191744,-0.50968818749265,0.0923733201310151,0,0,1,0,0,0
"Josh Christopher",14.6793114904505,-1.32338680735937,-0.0260336841243729,1.38629436111989,-0.425536958258938,0.10848064299407,0.151549898127201,0.169899036795397,2.18605127673809,2.58021682959233,0.427878702945064,0.170033726000261,0.266804487430226,0.257655603619353,0.302903066462136,0.349375641457121,0.0295588022415444,0.295650242100958,0.346403117031763,0.172612742666994,-0.7050276817078,-0.744223039750935,-0.939360164447165,0.06169356900534,-0.0465962046271007,-1.03129965271379,0.228841572428847,-0.228002351969208,-0.275061617084426,-0.243492656724642,0.121360857004267,0,0,0,0,1,0
"Josh Giddey",15.6540581886911,-1.56595508135746,0.480303497867986,1.82454929205105,-0.206199787827486,0.099090902644231,0.435318071257845,0.465363249689233,2.60268968544438,2.66025953726586,0.39068982252601,0.22314355131421,0.435318071257845,0.395234839857349,0.507137850686806,0.241162056816888,0.036010437523033,0.3293037471426,0.546131040365391,0.116171431762042,0.311228436069209,-0.329385404006474,0.21446407592936,0.143706720666175,-0.455110875330449,0.494197522332804,0.3666252747919,1.26225982941251,0.978850559121674,0.488545052887378,0.149531733970964,0,0,0,1,0,1
"Josh Green",14.9463964071827,-1.08081853336128,-0.428770710993634,1.06471073699243,-0.864211299121844,0.0507723253734231,0.135801541159062,0.105360515657826,1.75785791755237,2.55722731136763,0.456158222423682,0.216223108469636,0.279383269637086,0.283857976013377,0.202899108640577,0.336472236621213,0.0392207131532813,0.243730184922598,-0.960906926606535,0.25452986513488,0.00635160073610648,-0.827190566899827,1.00771824118822,0.127833371509885,-0.659368210682123,-0.421100782695152,0.217412876605225,-0.526054788245552,-0.975777244964306,-0.908981483644661,0.0625203569813339,0,0,0,0,1,0
"Josh Hart",16.3773782488884,0.132022836629168,0.606270308997793,1.84054963339749,0.23247455303542,0.271933715483642,0.435318071257845,0.321815078821239,2.76631910922619,2.83907846350861,0.476234178996372,0.147974007935529,0.451233526563745,0.377076104845478,0.326784798465524,0.269332933783584,0.0230652729309962,0.257738196078709,-0.107523981453757,0.350860974073313,0.107977212513807,0.375838576759109,0.358692105976426,0.204794412646013,-0.0465962046271007,-0.421100782695152,0.294799540220645,1.3367729384816,0.24125516135338,0.222349522119371,0.25489224962879,0,0,0,0,1,1
"Josh Okogie",14.4926172754052,-0.5956819853651,-1.14779695317248,0.641853886172395,-0.97387988433757,0.0703807967617996,0.0702042586732486,0.0452565915881209,1.30833281965018,2.30258509299405,0.422649932862265,0.226585895505183,0.214844748499515,0.24578602806397,0.119372319678043,0.362114667234551,0.0707690708882072,0.268499253035007,-1.28773443751611,0.202645029765869,-0.908278905263202,-1.36647949336763,0.647148166070557,0.0953101798043249,-0.12829913876777,-0.726200217704471,0.170345365747239,-1.12215966079824,-1.23393563418321,-0.975530366336662,0.0923733201310151,0,0,0,0,1,0
"Josh Richardson",16.3166262945056,0.617159384625346,0.340340374390423,1.52605630349505,0.451811723466873,0.145182009844498,0.182321556793955,0.154150679827258,2.41591377830105,2.62466859216316,0.452984624076141,0.113944259349218,0.230280556629354,0.212399012031233,0.187760047424893,0.269332933783584,0.051959738930711,0.185649346886629,-0.289094820847965,0.287682072451781,0.616105271402312,-0.0804828225597977,0.502920136023492,0.174716957408735,-0.659368210682123,-0.421100782695152,0.240141127682781,-0.228002351969208,0.0199765420228912,0.0227028740433649,0.0625203569813339,0,0,0,0,1,0
"Joshua Primo",15.2372492800174,-1.56595508135746,-0.529626491146583,1.09861228866811,-0.425536958258938,0.0896121586896871,0.135801541159062,0.138150338480817,1.91692261218206,2.09186406167839,0.396760667478018,0.14051128673394,0.219279345567381,0.20930781946156,0.196198916070758,0.167054084663166,0.0645385211375712,0.279145741429495,-0.688550667515223,0.160342650075179,-0.806653293485501,-1.40796325694207,-0.795132134400099,0.0444517625708338,-1.10873434845581,-0.726200217704471,0.194156014440957,-0.302515461038294,-0.422580696638085,-0.17694377403264,0.0923733201310151,0,0,0,1,0,0
"Jrue Holiday",17.2934631879837,1.34486420661961,1.1709254591058,2.09186406167839,0.890486064329778,0.189241999638528,0.276253376628158,0.488352767913932,2.96010509591084,3.03495298670727,0.465619030927911,0.136758937115389,0.262576151320705,0.242796489215604,0.500961178795077,0.362114667234551,0.0424207158839523,0.262364264467491,0.782173131577862,0.43403848055222,1.02260771851312,1.37144890254581,0.21446407592936,0.316799471022508,-0.455110875330449,-1.03129965271379,0.356674943938732,1.18774672034342,0.941970789233259,0.421996170195376,0.20359895524124,0,0,1,0,0,1
"JT Thor",14.2624489684457,-1.56595508135746,-1.4960581368843,0.53062825106217,-1.0835484695533,0.0408219945202552,0.0870113769896297,0.0540672212702758,1.09861228866811,2.37024374146786,0.421994410059375,0.17366349405084,0.308132682923072,0.28672741844133,0.172388267377039,0.241162056816888,0.125163142954006,0.24059046491793,-1.30589152145553,0.202645029765869,-1.2131557405963,-1.11757691192095,0.0702360458822945,0.0953101798043249,-0.536813809471119,0.799296957342123,0.108213584640233,-1.49472520614367,-1.30769517396004,-1.04207924902866,0.0625203569813339,0,1,0,0,0,0
"Juan Toscano-Anderson",14.458486446036,0.617159384625346,-0.491479679061522,0.955511445027436,-0.864211299121844,0.0507723253734231,0.167054084663166,0.146182510178081,1.62924053973028,2.484906649788,0.445326641533295,0.129211731480006,0.361347207488516,0.314977884727182,0.307424551180982,0.362114667234551,0.051959738930711,0.342170257735851,-0.815650255091169,0.214409871345455,0.41285404784691,-1.20054443906984,1.72885839142355,0.127833371509885,-0.29170500704911,-0.116001347685833,0.170345365747239,-0.451541679176466,-1.08641655462955,-0.908981483644661,0.149531733970964,0,0,0,1,0,0
"Julius Randle",16.9835140524587,0.374591110627257,1.63376429782131,2.09186406167839,0.561480308682599,0.362905493689368,0.557015006235365,0.386772975096012,3.04927304048202,2.81540871942271,0.411447179785712,0.202236866494896,0.53208562319284,0.455103089199936,0.414287696723343,0.167054084663166,0.048790164169432,0.257738196078709,1.72634149642774,0.178691788743376,2.03886383629012,0.334354813184663,0.142350060905828,0.226773319364788,1.38320514283462,0.494197522332804,0.346624608085231,2.30544335637971,2.08524365577412,1.02093611442339,0.372675285285173,0,1,0,0,0,1
"Justin Holiday",15.6548594707852,1.5874324806177,0.969076680051396,1.50407739677627,1.32916040519268,0.0703807967617996,0.182321556793955,0.146182510178081,2.40694510831829,2.35137525716348,0.433728573381024,0.0626509649616673,0.217064505237828,0.177858686779056,0.162007551322478,0.212174519943636,0.0456105112520523,0.168898536461814,-0.61592233175754,0.243230309880947,-0.806653293485501,-0.412352931155367,-0.5787900893295,0.0953101798043249,-1.47639755208882,-0.116001347685833,0.205852054204149,-0.0789761338310364,0.315014701130209,1.2871316451914,0.0317486983145803,0,0,0,0,1,1
"Justise Winslow",15.2259024766156,-0.110545437368921,-0.793360925777834,1.19392246847243,-0.97387988433757,0.0800427076735364,0.255346691808845,0.154150679827258,1.90210752639692,2.64617479738412,0.391366183728663,0.26368964570856,0.454736157114947,0.428107584857924,0.284609873414811,0.336472236621213,0.0922752761091708,0.25619140536041,-0.0530527296354953,0.178691788743376,-0.298525234596996,-0.951641857623165,0.71926218109409,0.111703989580001,0.239364064865243,-0.116001347685833,0.273293334999681,-0.526054788245552,-0.533220006303329,-0.709334835568655,0.176930708159078,0,1,0,0,0,0
"Jusuf Nurkić",16.5643827535867,0.374591110627257,0.313171062185955,1.90210752639692,-0.97387988433757,0.295464212893836,0.551793062254214,0.230523658611832,2.77258872223978,3.04452243772342,0.461215123212656,0.393904285707088,0.640838436748808,0.599171987127244,0.29227274616038,0.296731907971699,0.0676586484738149,0.286681572118197,0.800330215517283,0.309188277672745,0.311228436069209,0.209903522461325,0.142350060905828,0.174716957408735,3.01726382564801,1.40949582736076,0.513678692748397,2.15641713824154,0.16749562157655,-0.975530366336662,0.394654192003949,1,0,0,0,0,1
"Kai Jones",14.8833749376836,-1.08081853336128,-1.76733960268346,0.336472236621213,-1.30288563998475,0.0103627870355467,0.0357180826020792,0.0183491386681966,0.693147180559945,2.32238772029023,0.487352267580349,0.195169699271804,0.320205264157341,0.300952409372678,0.162007551322478,0.135801541159062,0.0953101798043249,0.412109650826833,-0.597765247818119,0.196710294246054,-1.41640696415171,-1.98873594698432,-1.0114741794707,0.0953101798043249,0.198512597794908,1.10439639235144,0.0281708769666962,-1.79277764242001,-1.56585356317894,-1.37482366248867,0.0923733201310151,1,0,0,0,0,0
"Karl-Anthony Towns",17.3369590382194,0.132022836629168,1.54786536125567,2.27212588550934,0.890486064329778,0.432864082296279,0.503526321284379,0.287682072451781,3.24259235148552,3.22286784613774,0.494696241836107,0.302655614241943,0.500858763850599,0.469526416161041,0.313421570653357,0.226773319364788,0.101352494260288,0.242161557149972,1.56292774097296,0.549209866774306,1.83561261273472,2.03518911973695,0.358692105976426,0.411507422564127,1.30150220869395,1.40949582736076,0.513678692748397,2.67800890172514,1.16324940856375,0.488545052887378,0.303682413798222,1,0,0,0,0,1
"Keita Bates-Diop",14.446101251858,0.132022836629168,-0.542250616009266,1.19392246847243,-0.97387988433757,0.0800427076735364,0.233993567338276,0.0628009012390304,1.90210752639692,2.59525470695687,0.456158222423682,0.257045102989891,0.415515443961666,0.395234839857349,0.110256486270033,0.226773319364788,0.0392207131532813,0.237440856015034,-0.797493171151748,0.231801614057324,-0.400150846374697,-0.702739276176489,-0.362448044258902,0.0953101798043249,0.525324334357587,0.494197522332804,0.228841572428847,-0.973133442660068,-0.865137935299062,-1.04207924902866,0.0625203569813339,0,0,0,1,0,0
"Keldon Johnson",15.1695464134205,-0.838250259363189,1.42917114379676,1.98787434815435,1.0001546495455,0.22314355131421,0.374693449441411,0.177681177237452,2.89037175789616,2.78501124223834,0.453620149995211,0.14051128673394,0.378474172281317,0.323299708064674,0.177538493353355,0.197359434158495,0.0165293019512105,0.141499562273699,0.382717284910604,0.355950043580784,0.616105271402312,0.458806103908001,-0.867246149423632,0.174716957408735,0.157661130724574,-0.116001347685833,0.262364264467491,0.0700500843071356,0.978850559121674,0.688191700963383,0.20359895524124,0,0,0,1,0,1
"Kelly Olynyk",16.3653367500421,1.10229593262152,-0.805436175646486,1.43508452528932,-0.206199787827486,0.163039627244504,0.248279524585752,0.230523658611832,2.31253542384721,2.87356463957978,0.445326641533295,0.273574404941102,0.408216141480054,0.390080189268685,0.389662649417954,0.31015492830384,0.0707690708882072,0.263901543786378,0.419031452789446,0.243230309880947,-0.603402069930099,0.375838576759109,0.71926218109409,0.159332038569256,0.97469047213127,1.40949582736076,0.326215736454024,0.666154956859823,-0.201302077307597,-0.110394891340639,0.149531733970964,1,0,0,0,0,0
"Kelly Oubre Jr.",16.3492073719217,0.132022836629168,0.888940930923066,1.85629799036563,1.43882899040841,0.163039627244504,0.233993567338276,0.0969922659873097,2.77258872223978,2.76631910922619,0.444685821261446,0.16273442351865,0.285613819387722,0.266466233301508,0.119372319678043,0.28312625591592,0.048790164169432,0.116893751471499,0.691387711880758,0.298492988555997,0.00635160073610648,0.251387286035771,-1.15570220951776,0.127833371509885,-0.536813809471119,-0.116001347685833,0.294799540220645,0.219076302445307,0.86821124945643,1.75297382403541,0.2295744416445,0,0,0,1,0,0
"Kemba Walker",16.0309538290975,1.34486420661961,-0.554051428380903,1.6094379124341,0.890486064329778,0.154150679827258,0.212174519943636,0.280713403135687,2.53369681395743,2.70136121295141,0.429832464556459,0.0666913744986721,0.26891196976979,0.215480678568641,0.374309940328369,0.226773319364788,0.0230652729309962,0.193920692637306,0.2919318652135,0.25452986513488,-0.501776458152398,0.458806103908001,-0.146105999188304,0.151549898127201,-1.31299168380748,-1.94659795774175,0.170345365747239,-0.600567897314638,0.536293320460697,0.821289466347387,0.0923733201310151,0,0,1,0,0,1
"Kenrich Williams",14.5086577385242,0.374591110627257,-0.381293024010069,1.38629436111989,-0.425536958258938,0.0606246218164348,0.241162056816888,0.185403223331363,2.12823170584927,2.66025953726586,0.4265740713184,0.266995433843059,0.328173433806518,0.337017344293473,0.272225814215089,0.31015492830384,0.0295588022415444,0.213497174262404,-0.652236499636381,0.243230309880947,-0.400150846374697,-0.37086916758092,0.791376196117623,0.143706720666175,-0.250853539978775,-0.116001347685833,0.315852949418477,-0.37702857010738,-0.38570092674967,-0.310041539416644,0.149531733970964,0,0,0,1,0,0
"Kentavious Caldwell-Pope",16.4549037597396,0.617159384625346,1.33709736354828,1.7404661748405,1.0001546495455,0.171850256926659,0.233993567338276,0.162055859334371,2.65324196460721,2.61006979274201,0.449800921928216,0.0826917158451134,0.249782799860795,0.212399012031233,0.170665614065593,0.28312625591592,0.0295588022415444,0.17898265552844,-0.0348956456960742,0.276753001919591,0.00635160073610648,-0.204934113283136,-0.434562059282434,0.127833371509885,-0.495962342400784,-0.421100782695152,0.240141127682781,-0.00446302476195037,0.573173090349112,0.688191700963383,0.0625203569813339,0,0,0,0,1,1
"Kenyon Martin Jr.",14.3935953111546,-1.08081853336128,0.422671623494872,1.50407739677627,-0.425536958258938,0.099090902644231,0.219500560035709,0.113659318472521,2.28238238567653,2.72785282839839,0.471876873627416,0.205751808602341,0.336078613313631,0.320533454571784,0.17582469687562,0.167054084663166,0.0707690708882072,0.172271220940453,-0.525136912060436,0.325019742889425,-0.806653293485501,0.168419758886879,-0.867246149423632,0.135801541159062,-0.0465962046271007,-0.421100782695152,0.240141127682781,-0.675081006383724,-0.533220006303329,-0.576237070184651,0.176930708159078,0,0,0,1,0,0
"Keon Johnson",14.8017153369128,-1.56595508135746,-0.899293799625558,1.28093384546206,-0.315868373043212,0.10848064299407,0.127833371509885,0.177681177237452,2.10413415427021,2.27212588550934,0.373630384588146,0.147974007935529,0.223694363776497,0.215480678568641,0.287682072451781,0.31015492830384,0.0551192992210795,0.2390169004705,0.364560200971183,0.147920130076622,-1.0099045170409,-1.49093078409096,-1.44415826961189,0.0444517625708338,-1.27214021673715,-0.726200217704471,0.217412876605225,-0.0044630247619507,0.0937360817997211,-0.243492656724642,0.0923733201310151,0,0,0,0,1,0
"Kessler Edwards",14.308965786159,-1.08081853336128,-0.496968429001819,1.19392246847243,-0.206199787827486,0.0307716586667537,0.219500560035709,0.0540672212702758,1.93152141160321,2.23001440015921,0.41607528722018,0.195169699271804,0.322203266820014,0.309391278018542,0.0805145170712956,0.226773319364788,0.0707690708882072,0.234281295724666,-0.979064010545955,0.184734103199339,-0.501776458152398,-1.11757691192095,-0.5787900893295,0.06169356900534,-0.536813809471119,0.189098087323485,0.251314428280906,-0.302515461038294,-0.4594604665265,-0.243492656724642,0.0317486983145803,0,0,0,1,0,0
"Kevin Durant",17.6024202391974,1.83000075461579,0.953708180218566,2.4423470353692,1.0001546495455,0.535518236356362,0.486905440048339,0.465363249689233,3.4307561839037,3.28091121578765,0.491030996437811,0.0666913744986721,0.431746638890248,0.345158501877173,0.466931430208765,0.182321556793955,0.0738698485664555,0.229523158278249,2.18026859491326,0.519483686509105,0.616105271402312,2.82338062765143,0.502920136023492,0.435318071257845,0.97469047213127,1.10439639235144,0.284104251103897,1.8583647019652,1.93772457622046,0.821289466347387,0.176930708159078,0,1,0,0,0,1
"Kevin Huerter",16.4902748109715,-0.5956819853651,1.15185205306327,1.7404661748405,1.10982323476123,0.0606246218164348,0.241162056816888,0.22314355131421,2.57261223020711,2.55722731136763,0.451075619360217,0.0666913744986721,0.264692554227082,0.218552877605611,0.238968592458607,0.197359434158495,0.036010437523033,0.188966099512623,-0.307251904787386,0.298492988555997,-0.400150846374697,-0.0389990589853518,-0.506676074305968,0.135801541159062,-0.741071144822793,0.189098087323485,0.194156014440957,0.442615629652565,0.388774240907039,0.821289466347387,0.0317486983145803,0,0,0,1,0,1
"Kevin Love",17.1808330629146,1.83000075461579,0.430904748405317,1.68639895357023,1.43882899040841,0.206336432997829,0.441183190710244,0.185403223331363,2.68102152871429,3.02529107579554,0.466246580368023,0.226585895505183,0.590232401370401,0.51843022315121,0.272225814215089,0.135801541159062,0.032789822822991,0.188966099512623,1.07268647460859,0.371063681390832,1.12423333029082,1.99370535616251,0.0702360458822945,0.303465940153043,1.42405660990495,0.494197522332804,0.228841572428847,-0.302515461038294,0.499413550572283,1.1540338798074,0.149531733970964,1,0,0,0,0,0
"Kevin Porter Jr.",14.9841559324643,-1.08081853336128,0.76613015100893,1.87180217690159,1.43882899040841,0.189241999638528,0.28995222098632,0.453667209926042,2.8094026953625,2.67414864942653,0.425921116675547,0.10233871322891,0.306106339777839,0.257655603619353,0.487236696369511,0.269332933783584,0.032789822822991,0.303063174490083,0.891115635214387,0.196710294246054,-0.603402069930099,0.126935995312433,-1.15570220951776,0.119801199812621,-0.536813809471119,-0.726200217704471,0.273293334999681,1.93287781103428,1.16324940856375,1.4202294105754,0.327212911208416,0,0,1,0,0,1
"Kevon Looney",15.8786156332656,-0.110545437368921,0.520371372432151,1.25276296849537,-1.30288563998475,0.0896121586896871,0.355765439555892,0.169899036795397,1.94591014905531,2.81540871942271,0.461215123212656,0.45862447638826,0.504192100270357,0.540903079003269,0.238968592458607,0.226773319364788,0.0922752761091708,0.243730184922598,-1.26957735357669,0.385952293884583,1.83561261273472,-0.204934113283136,1.22406028625882,0.204794412646013,0.239364064865243,0.799296957342123,0.424333592412547,0.219076302445308,-0.975777244964306,-1.44137254518068,0.176930708159078,1,0,0,0,0,1
"Khem Birch",15.7127930296485,0.859727658623436,-0.49532180401973,1.02961941718116,-1.30288563998475,0.099090902644231,0.174716957408735,0.088553397341445,1.70474809223843,2.65324196460721,0.427878702945064,0.436585016821969,0.316197242759802,0.405465108108164,0.144463241671569,0.241162056816888,0.0831149067105066,0.200488860749404,-1.4511481929709,0.282232467684216,-0.298525234596996,-0.536804221878705,0.286578090952894,0.119801199812621,0.688730202638926,0.799296957342123,0.376477571234912,-0.526054788245552,-1.01265701485272,-1.24172589710467,0.0923733201310151,1,0,0,0,0,1
"Khris Middleton",17.451734632579,1.10229593262152,1.08049830383942,2.05412373369555,1.43882899040841,0.340926586970593,0.362114667234551,0.405465108108164,3.04927304048202,2.94968833505258,0.455524307980901,0.0866521170612102,0.351703931216712,0.289588650722363,0.41967854535822,0.269332933783584,0.0263173083173734,0.249980205267769,1.36319981763933,0.371063681390832,0.819356494957714,0.956611266801354,-0.218220014211836,0.248279524585752,0.239364064865243,0.189098087323485,0.262364264467491,1.63482537475794,1.53204710744789,1.2871316451914,0.149531733970964,0,0,0,1,0,1
"Killian Hayes",15.579857719582,-1.32338680735937,0.410321936129205,1.30833281965018,-0.535205543474665,0.0896121586896871,0.212174519943636,0.328504066972036,2.06686275947298,2.33214389523559,0.379121132768562,0.0905968953522266,0.285613819387722,0.233773871615966,0.407508009737965,0.349375641457121,0.0614086281286434,0.313349819200359,-0.634079415696961,0.135341347869762,0.107977212513807,-1.6153820748143,0.575034151047024,0.0531098253139483,-0.863625546033797,-0.421100782695152,0.273293334999681,1.03872050220525,-0.0906627676423527,-0.243492656724642,0.0625203569813339,0,0,1,0,0,1
"Killian Tillie",14.4582193417654,-0.5956819853651,-1.22148342112097,0.78845736036427,-0.425536958258938,0.0103627870355467,0.0953101798043249,0.0540672212702758,1.45861502269952,2.15176220325946,0.372941916402604,0.184474410155056,0.223694363776497,0.230748150699429,0.113912797473143,0.362114667234551,0.0922752761091708,0.167207918983906,-1.16063484994016,0.19074012725955,-0.806653293485501,-1.40796325694207,0.791376196117623,0.0953101798043249,0.157661130724574,0.799296957342123,0.205852054204149,-0.824107224521896,-0.828258165410647,-0.376590422108646,0.0317486983145803,1,0,0,0,0,0
"Kira Lewis Jr.",15.2028743470422,-1.32338680735937,-1.38614591932986,1.25276296849537,-0.754542713906117,0.0408219945202552,0.111703989580001,0.169899036795397,1.93152141160321,2.37954613413017,0.38253760346446,0.117783035656383,0.243324219821383,0.215480678568641,0.36725274801837,0.255346691808845,0.00995033085316809,0.257738196078709,0.564288124304812,0.178691788743376,-1.2131557405963,-0.993125621197611,-0.867246149423632,0.0870113769896297,-1.88491222279217,-1.64149852273243,0.120952610417662,-0.973133442660068,-0.348821156861256,-0.17694377403264,0.0317486983145803,0,0,1,0,0,0
"Klay Thompson",17.5192805950134,1.34486420661961,-0.562833428285378,2.16332302566054,2.6451834277814,0.13613217432458,0.269332933783584,0.230523658611832,3.06339092202781,2.87356463957978,0.436317571590929,0.0747235461959366,0.293861288817739,0.24578602806397,0.284609873414811,0.135801541159062,0.0551192992210795,0.12575120530556,1.88975525188253,0.231801614057324,-0.196899622819295,1.24699761182248,-1.15570220951776,0.159332038569256,0.157661130724574,-0.116001347685833,0.194156014440957,-0.0789761338310364,2.08524365577411,2.35191376826343,0.0625203569813341,0,0,0,0,1,1
"Kristaps Porzingis",17.3369590382194,0.132022836629168,0.175677876181526,2.06686275947298,0.342143138251146,0.412385550952738,0.441183190710244,0.193066096076932,3.05400118167797,3.20680324363393,0.455524307980901,0.286603905231435,0.492476485097794,0.462340756500166,0.246987881625226,0.212174519943636,0.154150679827258,0.153579087928301,1.87159816794311,0.371063681390832,1.02260771851312,1.5373839568436,0.430806120999959,0.269332933783584,0.97469047213127,2.62989356739804,0.478892576662982,0.889694284067081,1.31076848811741,0.821289466347387,0.203598955241239,0,1,0,0,0,1
"Kyle Anderson",15.9880425449323,0.617159384625346,0.18185271986436,1.38629436111989,-0.754542713906117,0.099090902644231,0.329957555600019,0.22314355131421,2.15176220325946,2.73436750941958,0.409457129377702,0.18805223150294,0.466899643308145,0.402917336029366,0.286147152733697,0.374693449441411,0.0861776962410524,0.216722983511287,-0.543293995999857,0.25452986513488,1.12423333029082,-0.204934113283136,1.51251634635295,0.197359434158495,0.566175801427922,0.799296957342123,0.336472236621213,-0.37702857010738,-0.275061617084426,-0.709334835568655,0.149531733970964,0,1,0,0,0,0
"Kyle Kuzma",16.3804599154258,0.132022836629168,1.17106267785431,2.00148000021012,0.780817479114052,0.22314355131421,0.514455391816569,0.280713403135687,2.89591193827178,2.78501124223834,0.436317571590929,0.144249608844547,0.512477151804464,0.430592058185586,0.287682072451781,0.151549898127201,0.0707690708882072,0.248421358498478,0.909272719153807,0.196710294246054,0.616105271402312,0.251387286035771,-0.29033402923537,0.182321556793955,0.198512597794908,0.799296957342123,0.315852949418477,1.03872050220525,1.20012917845216,1.08748499711539,0.25489224962879,0,1,0,0,0,1
"Kyle Lowry",17.1595495493159,2.31513730261197,1.07679339762972,1.68639895357023,1.21949181997696,0.214775301643693,0.31015492830384,0.527354925717201,2.66722820658195,2.77258872223978,0.470003629245736,0.0747235461959366,0.306106339777839,0.251738426591265,0.507137850686806,0.255346691808845,0.0263173083173734,0.326421900767712,-0.180152317211441,0.395756293981203,1.32748455384622,0.624741158205785,0.575034151047024,0.262364264467491,-0.822774078963463,-1.94659795774175,0.240141127682781,1.78385159289611,0.388774240907038,1.08748499711539,0.149531733970964,0,0,1,0,0,1
"Kyrie Irving",17.4129132254248,0.859727658623436,-0.357554180518286,2.39789527279837,2.42584625734995,0.355632734360289,0.296731907971699,0.429856561232324,3.34638914516716,3.10906095886099,0.464991087422191,0.0666913744986721,0.260455259751567,0.215480678568641,0.415638135821215,0.28312625591592,0.0456105112520523,0.17898265552844,1.85344108400369,0.330241686870577,-0.501776458152398,1.91073782901361,-0.867246149423632,0.212174519943636,-0.863625546033797,-1.33639908772311,0.315852949418477,1.63482537475794,2.45404135465826,1.75297382403541,0.0923733201310155,0,0,1,0,0,1
"Lamar Stevens",14.3935953111546,-0.35311371136701,-0.461977648132428,1.25276296849537,-0.97387988433757,0.0800427076735364,0.159332038569256,0.0628009012390304,1.96009478404727,2.50959926237837,0.434376451602584,0.202236866494896,0.295912571588296,0.292441719704769,0.124802197272412,0.241162056816888,0.051959738930711,0.188966099512623,-0.379880240545069,0.220240791656248,-0.196899622819295,-1.1590606754954,0.21446407592936,0.0870113769896297,0.566175801427922,-0.116001347685833,0.194156014440957,-0.526054788245552,-0.717618855745403,-0.975530366336662,0.121360857004267,0,1,0,0,0,0
"LaMelo Ball",15.97005029565,-1.32338680735937,1.47033676834898,2.10413415427021,1.87750333127132,0.255933374137201,0.387115969439968,0.532804530484766,3.04927304048202,3.03013370027132,0.440832251945456,0.184474410155056,0.391595260244014,0.35054935051205,0.548156870131351,0.362114667234551,0.0392207131532813,0.266969030854239,1.63555607673064,0.381014012244,1.12423333029082,1.5373839568436,0.0702360458822945,0.34294475112683,-1.47639755208882,0.189098087323485,0.395895657092014,2.52898268358697,1.82708526655521,1.61987605865141,0.121360857004268,0,0,1,0,0,1
"Landry Shamet",16.0770875974635,-0.35311371136701,0.115576064335279,1.33500106673234,0.671148893898326,0.099090902644231,0.135801541159062,0.138150338480817,2.23001440015921,2.41591377830105,0.438254930931155,0.0504308536268919,0.199166935780285,0.164996773136649,0.180957300102141,0.151549898127201,0.0198026272961797,0.136277618292548,-0.434351492363332,0.26013212068355,0.107977212513807,-0.204934113283136,-0.29033402923537,0.127833371509885,-1.06788288138547,-0.726200217704471,0.0953101798043249,-0.898620333590982,-0.127542537530767,0.55509393557938,0.0625203569813339,0,0,0,0,1,0
"Larry Nance Jr.",16.084820833878,0.859727658623436,-0.427261304760052,1.33500106673234,-0.754542713906117,0.0896121586896871,0.296731907971699,0.154150679827258,2.07944154167984,2.73436750941958,0.46373401623214,0.276847730286071,0.426365459985732,0.405465108108164,0.209554707252313,0.31015492830384,0.0614086281286434,0.215111379616945,-1.16063484994016,0.282232467684216,-0.603402069930099,0.00248470458909412,0.21446407592936,0.143706720666175,1.17894780748294,0.189098087323485,0.346624608085231,-0.37702857010738,-0.717618855745403,-0.775883718260657,0.0923733201310151,0,1,0,0,0,0
"Lauri Markkanen",16.6173821948776,-0.35311371136701,0.724278432714169,1.80828877117927,1.10982323476123,0.214775301643693,0.355765439555892,0.113659318472521,2.76000994003292,2.75366071235426,0.458689869345462,0.14051128673394,0.374693449441411,0.328809363875644,0.126605624271563,0.197359434158495,0.0456105112520523,0.122217632724249,0.0558897740010298,0.345745873406542,0.920982106735414,0.334354813184663,-0.0739919841647703,0.189868762429337,0.97469047213127,1.40949582736076,0.273293334999681,-0.0789761338310364,0.683812400014356,1.2205827624994,0.0923733201310153,0,0,0,1,0,1
